account_id,name,account_type,bank,opened_days_ago,kyc_level,owner_entity
ACC00325,Pillai & Sons Enterprises,BUSINESS,BANK_A,1056,HIGH,ENT00206
ACC00326,Vinod Pillai & Sons,PERSONAL,BANK_A,2538,MEDIUM,ENT00207
ACC00327,Arjun Desai,PERSONAL,BANK_B,2385,LOW,ENT00208
ACC00328,Manisha Desai,PERSONAL,BANK_A,1764,LOW,ENT00209
ACC00329,Desai Overseas,BUSINESS,BANK_B,3552,MEDIUM,ENT00209
ACC00330,Desai Fashions,BUSINESS,BANK_B,2649,LOW,ENT00209
ACC00331,Vasantha Mukherjee,PERSONAL,BANK_A,1700,MEDIUM,ENT00210
ACC00332,Nitin Joshi,PERSONAL,BANK_A,1216,HIGH,ENT00211
ACC00333,Gopal Das,PERSONAL,BANK_A,1484,MEDIUM,ENT00212
ACC00334,Das Constructions,BUSINESS,BANK_B,1863,MEDIUM,ENT00212
ACC00335,Das Logistics,BUSINESS,BANK_B,3219,MEDIUM,ENT00212
ACC00336,Das Electronics,BUSINESS,BANK_A,728,MEDIUM,ENT00212
ACC00337,Das Overseas,BUSINESS,BANK_B,950,MEDIUM,ENT00212
ACC00338,Shreya Bose,PERSONAL,BANK_A,969,MEDIUM,ENT00213
ACC00339,Harpreet Trivedi,PERSONAL,BANK_B,677,MEDIUM,ENT00214
ACC00340,Geeta Pillai & Sons,PERSONAL,BANK_A,1002,LOW,ENT00215
ACC00341,Pillai & Sons Traders,BUSINESS,BANK_B,561,MEDIUM,ENT00215
ACC00342,Zeenat Verma,PERSONAL,BANK_B,1937,MEDIUM,ENT00216
ACC00343,Verma Exports,BUSINESS,BANK_A,3307,MEDIUM,ENT00216
ACC00344,Ritu Reddy,PERSONAL,BANK_A,3372,MEDIUM,ENT00217
ACC00345,Reddy Agro Industries,BUSINESS,BANK_A,3405,MEDIUM,ENT00217
ACC00346,Shobha Iyer,PERSONAL,BANK_A,1503,MEDIUM,ENT00218
ACC00347,Iyer Fashions,BUSINESS,BANK_B,638,MEDIUM,ENT00218
ACC00348,Kritika Thomas,PERSONAL,BANK_B,609,MEDIUM,ENT00219
ACC00349,Ajay Thomas,PERSONAL,BANK_B,120,LOW,ENT00220
ACC00350,Thomas Fashions,BUSINESS,BANK_B,537,LOW,ENT00220
ACC00351,Sneha Sengupta,PERSONAL,BANK_A,1435,HIGH,ENT00221
ACC00352,Faisal Trivedi,PERSONAL,BANK_A,548,LOW,ENT00222
ACC00353,Jyoti Nair,PERSONAL,BANK_A,795,MEDIUM,ENT00223
ACC00354,Nair Distributors,BUSINESS,BANK_A,3614,HIGH,ENT00223
ACC00355,Preethi Malhotra,PERSONAL,BANK_B,589,LOW,ENT00224
ACC00356,Thomas Brar,PERSONAL,BANK_A,422,MEDIUM,ENT00225
ACC00357,Brar Hardware,BUSINESS,BANK_B,3594,HIGH,ENT00225
ACC00358,Mary Ansari,PERSONAL,BANK_A,2665,MEDIUM,ENT00226
ACC00359,Sarita Singh,PERSONAL,BANK_A,891,MEDIUM,ENT00227
ACC00360,Srinivas Sandhu,PERSONAL,BANK_B,189,MEDIUM,ENT00228
ACC00361,Sandhu Overseas,BUSINESS,BANK_A,2608,MEDIUM,ENT00228
ACC00362,Ashok Singh,PERSONAL,BANK_B,1319,LOW,ENT00229
ACC00363,Singh Exports,BUSINESS,BANK_A,1873,MEDIUM,ENT00229
ACC00364,Ashok Kaur,PERSONAL,BANK_B,1399,LOW,ENT00230
ACC00365,Mehta Logistics,BUSINESS,BANK_B,1426,MEDIUM,ENT00231
ACC00366,Sandeep Khan,PERSONAL,BANK_B,3579,MEDIUM,ENT00232
ACC00367,Amandeep Naidu,PERSONAL,BANK_B,1877,MEDIUM,ENT00233
ACC00368,Rahul Rao,PERSONAL,BANK_B,3331,MEDIUM,ENT00234
ACC00369,Manpreet Khan,PERSONAL,BANK_A,2417,HIGH,ENT00235
ACC00370,Nitin Sengupta,PERSONAL,BANK_A,2097,MEDIUM,ENT00236
ACC00371,Sengupta Distributors,BUSINESS,BANK_A,3491,LOW,ENT00236
ACC00372,Zubair Verma,PERSONAL,BANK_A,2286,LOW,ENT00237
ACC00373,Verma Electronics,BUSINESS,BANK_B,2357,MEDIUM,ENT00237
ACC00374,Verma Foods,BUSINESS,BANK_B,1345,MEDIUM,ENT00237
ACC00375,Naveen Mukherjee,PERSONAL,BANK_B,1964,HIGH,ENT00238
ACC00376,Mukherjee Logistics,BUSINESS,BANK_B,292,MEDIUM,ENT00238
ACC00377,Anjali Sharma,PERSONAL,BANK_A,939,HIGH,ENT00239
ACC00378,Ashok Naidu,PERSONAL,BANK_A,3030,LOW,ENT00240
ACC00379,Naidu Fashions,BUSINESS,BANK_A,3225,MEDIUM,ENT00240
ACC00380,Manoj Banerjee,PERSONAL,BANK_B,2173,MEDIUM,ENT00241
ACC00381,Radha Kaur,PERSONAL,BANK_B,2036,MEDIUM,ENT00242
ACC00382,Sandeep Das,PERSONAL,BANK_A,3325,MEDIUM,ENT00243
ACC00383,Simran Bose,PERSONAL,BANK_A,2919,HIGH,ENT00244
ACC00384,Manoj Kumar,PERSONAL,BANK_B,392,MEDIUM,ENT00245
ACC00385,Pankaj Kapoor,PERSONAL,BANK_A,2819,MEDIUM,ENT00246
ACC00386,Kapoor Distributors,BUSINESS,BANK_B,933,MEDIUM,ENT00246
ACC00387,Ashok Varghese,PERSONAL,BANK_B,1358,HIGH,ENT00247
ACC00388,Banerjee Distributors,BUSINESS,BANK_B,2573,HIGH,ENT00248
ACC00389,Manisha Kapoor,PERSONAL,BANK_A,2095,MEDIUM,ENT00249
ACC00390,Kapoor Fashions,BUSINESS,BANK_A,1038,MEDIUM,ENT00249
ACC00391,Zubair Iyengar,PERSONAL,BANK_B,1986,MEDIUM,ENT00250
ACC00392,Ramesh Desai,PERSONAL,BANK_A,3023,MEDIUM,ENT00251
ACC00393,Sabiha Ansari,PERSONAL,BANK_B,2116,MEDIUM,ENT00252
ACC00394,Sandeep Iyer,PERSONAL,BANK_B,842,LOW,ENT00253
ACC00395,Rajwinder Kumar,PERSONAL,BANK_A,1679,MEDIUM,ENT00254
ACC00396,Kumar Fashions,BUSINESS,BANK_A,1211,MEDIUM,ENT00254
ACC00397,Sunil Banerjee,PERSONAL,BANK_A,1543,MEDIUM,ENT00255
ACC00398,Banerjee Enterprises,BUSINESS,BANK_A,2526,HIGH,ENT00255
ACC00399,Banerjee Motors,BUSINESS,BANK_A,1937,MEDIUM,ENT00255
ACC00400,Pankaj Mehta,PERSONAL,BANK_B,387,MEDIUM,ENT00256
ACC00401,Rohit Bose,PERSONAL,BANK_A,451,HIGH,ENT00257
ACC00402,Bose Logistics,BUSINESS,BANK_B,1228,LOW,ENT00257
ACC00403,Qureshi Foods,BUSINESS,BANK_A,1066,LOW,ENT00258
ACC00404,Pankaj Sheikh,PERSONAL,BANK_A,887,MEDIUM,ENT00259
ACC00405,Trivedi Overseas,BUSINESS,BANK_B,239,HIGH,ENT00260
ACC00406,Irfan Ghosh,PERSONAL,BANK_A,2656,HIGH,ENT00261
ACC00407,Ghosh Electronics,BUSINESS,BANK_A,2652,HIGH,ENT00261
ACC00408,Vasantha Mehta,PERSONAL,BANK_A,3241,MEDIUM,ENT00262
ACC00409,Naveen Pillai & Sons,PERSONAL,BANK_A,1112,MEDIUM,ENT00263
ACC00410,Arjun Tiwari,PERSONAL,BANK_A,146,LOW,ENT00264
ACC00411,Ajay Sidhu,PERSONAL,BANK_B,984,MEDIUM,ENT00265
ACC00412,Prakash Gill,PERSONAL,BANK_B,153,MEDIUM,ENT00266
ACC00413,Gill Constructions,BUSINESS,BANK_A,1836,MEDIUM,ENT00266
ACC00414,Shreya Ahmed,PERSONAL,BANK_B,988,HIGH,ENT00267
ACC00415,Lakshmi Qureshi,PERSONAL,BANK_B,2460,MEDIUM,ENT00268
ACC00416,Kritika Khan,PERSONAL,BANK_A,180,MEDIUM,ENT00269
ACC00417,Khan Fashions,BUSINESS,BANK_B,3048,LOW,ENT00269
ACC00418,Shobha Agarwal,PERSONAL,BANK_A,3132,MEDIUM,ENT00270
ACC00419,Yadav Motors,BUSINESS,BANK_B,3281,MEDIUM,ENT00271
ACC00420,Harish Bose,PERSONAL,BANK_B,2008,HIGH,ENT00272
ACC00421,Deepa Kaur,PERSONAL,BANK_B,2403,HIGH,ENT00273
ACC00422,Malik Exports,BUSINESS,BANK_A,1583,MEDIUM,ENT00274
ACC00423,Simran Pandey,PERSONAL,BANK_B,3423,MEDIUM,ENT00275
ACC00424,Pandey Retail,BUSINESS,BANK_A,1026,MEDIUM,ENT00275
ACC00425,Radha Dubey,PERSONAL,BANK_A,482,MEDIUM,ENT00276
ACC00426,Muthu Agarwal,PERSONAL,BANK_A,1618,MEDIUM,ENT00277
ACC00427,Geeta Bhatt,PERSONAL,BANK_A,170,MEDIUM,ENT00278
ACC00428,Kalpana Ansari,PERSONAL,BANK_A,306,MEDIUM,ENT00279
ACC00429,Deepak Ghosh,PERSONAL,BANK_B,3266,MEDIUM,ENT00280
ACC00430,Kiran Mukherjee,PERSONAL,BANK_B,322,MEDIUM,ENT00281
ACC00431,Saxena Pharma,BUSINESS,BANK_B,1143,LOW,ENT00282
ACC00432,Anita Pillai & Sons,PERSONAL,BANK_A,3271,MEDIUM,ENT00283
ACC00433,Anjali Sheikh,PERSONAL,BANK_B,150,MEDIUM,ENT00284
ACC00434,Yadav Electronics,BUSINESS,BANK_A,560,HIGH,ENT00285
ACC00435,Harleen Desai,PERSONAL,BANK_B,2496,MEDIUM,ENT00286
ACC00436,Desai Logistics,BUSINESS,BANK_B,1344,LOW,ENT00286
ACC00437,Sabiha Iyengar,PERSONAL,BANK_B,881,LOW,ENT00287
ACC00438,Iyengar Hardware,BUSINESS,BANK_B,3311,MEDIUM,ENT00287
ACC00439,Iyengar Enterprises,BUSINESS,BANK_A,1803,LOW,ENT00287
ACC00440,Padma Kumar,PERSONAL,BANK_A,3472,MEDIUM,ENT00288
ACC00441,Kumar Overseas,BUSINESS,BANK_B,3093,MEDIUM,ENT00288
ACC00442,Srinivas Verma,PERSONAL,BANK_B,668,MEDIUM,ENT00289
ACC00443,Verma Agro Industries,BUSINESS,BANK_B,1132,MEDIUM,ENT00289
ACC00444,Mahesh Iyengar,PERSONAL,BANK_B,76,MEDIUM,ENT00290
ACC00445,Sunil Gupta,PERSONAL,BANK_B,513,MEDIUM,ENT00291
ACC00446,Gupta Traders,BUSINESS,BANK_B,860,MEDIUM,ENT00291
ACC00447,Sabiha Agarwal,PERSONAL,BANK_B,1805,MEDIUM,ENT00292
ACC00448,Agarwal Electronics,BUSINESS,BANK_A,2467,MEDIUM,ENT00292
ACC00449,Harleen Sidhu,PERSONAL,BANK_A,3031,MEDIUM,ENT00293
ACC00450,Sidhu Foods,BUSINESS,BANK_B,3514,MEDIUM,ENT00293
ACC00451,Mishra Pharma,BUSINESS,BANK_B,3405,MEDIUM,ENT00294
ACC00452,Ahmed Foods,BUSINESS,BANK_A,678,MEDIUM,ENT00295
ACC00453,Ayesha Pillai & Sons,PERSONAL,BANK_A,828,HIGH,ENT00296
ACC00454,Manpreet Nair,PERSONAL,BANK_B,378,MEDIUM,ENT00297
ACC00455,Nair Infotech,BUSINESS,BANK_B,3432,MEDIUM,ENT00297
ACC00456,Vijay Malik,PERSONAL,BANK_B,2221,HIGH,ENT00298
ACC00457,Vinod Trivedi,PERSONAL,BANK_A,1527,MEDIUM,ENT00299
ACC00458,Dinesh Thomas,PERSONAL,BANK_B,2287,MEDIUM,ENT00300
ACC00459,Anita Dhillon,PERSONAL,BANK_B,1866,MEDIUM,ENT00301
ACC00460,Rajesh Chauhan,PERSONAL,BANK_B,2553,MEDIUM,ENT00302
ACC00461,Sandeep Iyer,PERSONAL,BANK_A,3271,MEDIUM,ENT00303
ACC00462,Arjun Sidhu,PERSONAL,BANK_B,2003,MEDIUM,ENT00304
ACC00463,Ghosh Distributors,BUSINESS,BANK_B,3494,HIGH,ENT00305
ACC00464,Nithya Qureshi,PERSONAL,BANK_A,3015,LOW,ENT00306
ACC00465,Karthik Mehta,PERSONAL,BANK_A,1542,MEDIUM,ENT00307
ACC00466,Imran Gill,PERSONAL,BANK_A,2356,HIGH,ENT00308
ACC00467,Ritu Joshi,PERSONAL,BANK_B,3339,HIGH,ENT00309
ACC00468,Susan Brar,PERSONAL,BANK_B,1130,HIGH,ENT00310
ACC00469,Brar Exports,BUSINESS,BANK_B,3371,MEDIUM,ENT00310
ACC00470,Naveen Sharma,PERSONAL,BANK_B,375,MEDIUM,ENT00311
ACC00471,Sharma Logistics,BUSINESS,BANK_B,3590,MEDIUM,ENT00311
ACC00472,Sharma Logistics,BUSINESS,BANK_B,496,MEDIUM,ENT00311
ACC00473,Vinod Ahmed,PERSONAL,BANK_B,952,MEDIUM,ENT00312
ACC00474,Anna Thomas,PERSONAL,BANK_B,3384,HIGH,ENT00313
ACC00475,Thomas Distributors,BUSINESS,BANK_B,3245,MEDIUM,ENT00313
ACC00476,Vijay Bose,PERSONAL,BANK_A,2400,LOW,ENT00314
ACC00477,Vasantha Sengupta,PERSONAL,BANK_A,444,HIGH,ENT00315
ACC00478,Shobha Sidhu,PERSONAL,BANK_A,1183,MEDIUM,ENT00316
ACC00479,Sidhu Enterprises,BUSINESS,BANK_B,3362,MEDIUM,ENT00316
ACC00480,Nitin Qureshi,PERSONAL,BANK_B,1298,MEDIUM,ENT00317
ACC00481,Sarita Chauhan,PERSONAL,BANK_B,3243,HIGH,ENT00318
ACC00482,Irfan Iyengar,PERSONAL,BANK_A,2302,HIGH,ENT00319
ACC00483,Iyengar Pharma,BUSINESS,BANK_A,2988,MEDIUM,ENT00319
ACC00484,Faisal Brar,PERSONAL,BANK_B,746,MEDIUM,ENT00320
ACC00485,Sangeeta Brar,PERSONAL,BANK_A,1039,MEDIUM,ENT00321
ACC00486,Rekha Khan,PERSONAL,BANK_B,1060,MEDIUM,ENT00322
ACC00487,Rao Distributors,BUSINESS,BANK_B,3489,MEDIUM,ENT00323
ACC00488,Sabiha Naidu,PERSONAL,BANK_A,3258,MEDIUM,ENT00324
ACC00489,Tiwari Fashions,BUSINESS,BANK_A,2128,MEDIUM,ENT00325
ACC00490,Brar Agro Industries,BUSINESS,BANK_A,119,MEDIUM,ENT00326
ACC00491,Sharma Traders,BUSINESS,BANK_A,1912,HIGH,ENT00327
ACC00492,Sandeep Agarwal,PERSONAL,BANK_B,401,LOW,ENT00328
ACC00493,Dinesh Qureshi,PERSONAL,BANK_A,1986,MEDIUM,ENT00329
ACC00494,Balaji Sengupta,PERSONAL,BANK_B,1042,MEDIUM,ENT00330
ACC00495,Sengupta Foods,BUSINESS,BANK_B,2629,HIGH,ENT00330
ACC00496,Vasantha Verma,PERSONAL,BANK_A,1200,HIGH,ENT00331
ACC00497,Verma Constructions,BUSINESS,BANK_A,1726,MEDIUM,ENT00331
ACC00498,Verma Electronics,BUSINESS,BANK_B,348,MEDIUM,ENT00331
ACC00499,Dinesh Mukherjee,PERSONAL,BANK_B,2486,MEDIUM,ENT00332
ACC00500,Mukherjee Traders,BUSINESS,BANK_A,426,MEDIUM,ENT00332
ACC00501,Mukherjee Traders,BUSINESS,BANK_A,2091,HIGH,ENT00332
ACC00502,Ritu Sheikh,PERSONAL,BANK_B,382,MEDIUM,ENT00333
ACC00503,Sheikh Logistics,BUSINESS,BANK_B,475,HIGH,ENT00333
ACC00504,Usha Dhillon,PERSONAL,BANK_A,127,MEDIUM,ENT00334
ACC00505,Preethi Malik,PERSONAL,BANK_B,795,LOW,ENT00335
ACC00506,Malik Enterprises,BUSINESS,BANK_B,2554,MEDIUM,ENT00335
ACC00507,Vijay Kapoor,PERSONAL,BANK_A,93,MEDIUM,ENT00336
ACC00508,Zubair Sandhu,PERSONAL,BANK_A,771,HIGH,ENT00337
ACC00509,Harpreet Pillai & Sons,PERSONAL,BANK_B,250,LOW,ENT00338
ACC00510,Pillai & Sons Overseas,BUSINESS,BANK_B,1987,MEDIUM,ENT00338
ACC00511,Kalpana Thomas,PERSONAL,BANK_B,2170,LOW,ENT00339
ACC00512,Harpreet Varghese,PERSONAL,BANK_A,1524,MEDIUM,ENT00340
ACC00513,Joseph Verma,PERSONAL,BANK_B,172,HIGH,ENT00341
ACC00514,Meena Shah,PERSONAL,BANK_A,1530,MEDIUM,ENT00342
ACC00515,Kumar Motors,BUSINESS,BANK_A,1785,MEDIUM,ENT00343
ACC00516,Shreya Das,PERSONAL,BANK_A,3110,MEDIUM,ENT00344
ACC00517,Sarita Das,PERSONAL,BANK_A,3518,MEDIUM,ENT00345
ACC00518,Sarita Dhillon,PERSONAL,BANK_A,946,MEDIUM,ENT00346
ACC00519,Deepak Thomas,PERSONAL,BANK_A,3315,HIGH,ENT00347
ACC00520,Harish Ahmed,PERSONAL,BANK_B,2773,LOW,ENT00348
ACC00521,Kavita Khan,PERSONAL,BANK_A,2947,HIGH,ENT00349
ACC00522,Khan Retail,BUSINESS,BANK_B,1244,MEDIUM,ENT00349
ACC00523,Vasantha Iyer,PERSONAL,BANK_B,190,LOW,ENT00350
ACC00524,Iyer Pharma,BUSINESS,BANK_A,3294,MEDIUM,ENT00350
ACC00525,Ramesh Malhotra,PERSONAL,BANK_A,1662,MEDIUM,ENT00351
ACC00526,Malhotra Hardware,BUSINESS,BANK_A,154,MEDIUM,ENT00351
ACC00527,Tiwari Fashions,BUSINESS,BANK_A,3569,MEDIUM,ENT00352
ACC00528,Joseph Agarwal,PERSONAL,BANK_B,1186,MEDIUM,ENT00353
ACC00529,Agarwal Agro Industries,BUSINESS,BANK_B,1568,MEDIUM,ENT00353
ACC00530,Agarwal Agro Industries,BUSINESS,BANK_B,1354,MEDIUM,ENT00353
ACC00531,Srinivas Pillai,PERSONAL,BANK_B,3308,MEDIUM,ENT00354
ACC00532,Pillai Foods,BUSINESS,BANK_B,739,MEDIUM,ENT00354
ACC00533,Sarita Mehta,PERSONAL,BANK_A,2798,HIGH,ENT00355
ACC00534,Chatterjee Agro Industries,BUSINESS,BANK_A,1466,MEDIUM,ENT00356
ACC00535,Anil Khan,PERSONAL,BANK_B,1288,MEDIUM,ENT00357
ACC00536,Deepa Sharma,PERSONAL,BANK_A,2942,HIGH,ENT00358
ACC00537,Das Retail,BUSINESS,BANK_B,2818,MEDIUM,ENT00359
ACC00538,Nisha Brar,PERSONAL,BANK_B,801,MEDIUM,ENT00360
ACC00539,Sandhu Distributors,BUSINESS,BANK_A,328,MEDIUM,ENT00361
ACC00540,Divya Saxena,PERSONAL,BANK_A,2203,MEDIUM,ENT00362
ACC00541,Amandeep Khan,PERSONAL,BANK_A,2330,MEDIUM,ENT00363
ACC00542,Gopal Ansari,PERSONAL,BANK_A,2439,MEDIUM,ENT00364
ACC00543,Ansari Retail,BUSINESS,BANK_A,2089,MEDIUM,ENT00364
ACC00544,Shobha Kumar,PERSONAL,BANK_B,2257,HIGH,ENT00365
ACC00545,Anjali Iyer,PERSONAL,BANK_A,1757,MEDIUM,ENT00366
ACC00546,Prakash Shah,PERSONAL,BANK_A,1139,MEDIUM,ENT00367
ACC00547,Sabiha Varghese,PERSONAL,BANK_B,206,MEDIUM,ENT00368
ACC00548,Varghese Foods,BUSINESS,BANK_B,2539,HIGH,ENT00368
ACC00549,Nitin Malik,PERSONAL,BANK_A,435,HIGH,ENT00369
ACC00550,Manisha Saxena,PERSONAL,BANK_B,242,HIGH,ENT00370
ACC00551,Sabiha Dhillon,PERSONAL,BANK_A,3045,LOW,ENT00371
ACC00552,Prakash Kapoor,PERSONAL,BANK_A,3142,MEDIUM,ENT00372
ACC00553,Kapoor Electronics,BUSINESS,BANK_A,270,MEDIUM,ENT00372
ACC00554,Kapoor Pharma,BUSINESS,BANK_B,1816,MEDIUM,ENT00372
ACC00555,Nithya Chatterjee,PERSONAL,BANK_B,2820,MEDIUM,ENT00373
ACC00556,Tiwari Agro Industries,BUSINESS,BANK_A,2627,MEDIUM,ENT00374
ACC00557,Ghosh Traders,BUSINESS,BANK_A,1593,MEDIUM,ENT00375
ACC00558,Anjali Sheikh,PERSONAL,BANK_B,1306,HIGH,ENT00376
ACC00559,Rohit Dhillon,PERSONAL,BANK_A,3297,MEDIUM,ENT00377
ACC00560,Vasantha Mishra,PERSONAL,BANK_A,159,MEDIUM,ENT00378
ACC00561,Vinod Malhotra,PERSONAL,BANK_A,71,MEDIUM,ENT00379
ACC00562,Suresh Bhatt,PERSONAL,BANK_B,1750,MEDIUM,ENT00380
ACC00563,Bhatt Constructions,BUSINESS,BANK_B,1643,MEDIUM,ENT00380
ACC00564,Deepa Nair,PERSONAL,BANK_B,612,LOW,ENT00381
ACC00565,Sheikh Motors,BUSINESS,BANK_B,1646,MEDIUM,ENT00382
ACC00566,Shreya Brar,PERSONAL,BANK_A,319,MEDIUM,ENT00383
ACC00567,Brar Distributors,BUSINESS,BANK_B,3294,HIGH,ENT00383
ACC00568,Karthik Pillai & Sons,PERSONAL,BANK_A,2625,HIGH,ENT00384
ACC00569,Pillai & Sons Logistics,BUSINESS,BANK_A,1110,HIGH,ENT00384
ACC00570,Rekha Gill,PERSONAL,BANK_A,359,MEDIUM,ENT00385
ACC00571,Zeenat Desai,PERSONAL,BANK_A,1762,MEDIUM,ENT00386
ACC00572,Desai Traders,BUSINESS,BANK_B,1318,HIGH,ENT00386
ACC00573,Desai Exports,BUSINESS,BANK_A,2396,MEDIUM,ENT00386
ACC00574,Sabiha Iyer,PERSONAL,BANK_A,3084,MEDIUM,ENT00387
ACC00575,Iyer Foods,BUSINESS,BANK_B,3417,HIGH,ENT00387
ACC00576,Ramesh Brar,PERSONAL,BANK_A,553,HIGH,ENT00388
ACC00577,Brar Retail,BUSINESS,BANK_A,2390,MEDIUM,ENT00388
ACC00578,Bansal Exports,BUSINESS,BANK_A,2894,MEDIUM,ENT00389
ACC00579,Ashok Varghese,PERSONAL,BANK_A,338,MEDIUM,ENT00390
ACC00580,Anna Pandey,PERSONAL,BANK_A,1920,HIGH,ENT00391
ACC00581,Iyer Pharma,BUSINESS,BANK_A,618,MEDIUM,ENT00392
ACC00582,Arun Ahmed,PERSONAL,BANK_B,2549,MEDIUM,ENT00393
ACC00583,Gopal Ghosh,PERSONAL,BANK_B,1023,MEDIUM,ENT00394
ACC00584,Ghosh Hardware,BUSINESS,BANK_B,2436,MEDIUM,ENT00394
ACC00585,Sangeeta Bhatt,PERSONAL,BANK_B,537,MEDIUM,ENT00395
ACC00586,Bhatt Hardware,BUSINESS,BANK_B,2313,HIGH,ENT00395
ACC00587,Nithya Nair,PERSONAL,BANK_A,2698,MEDIUM,ENT00396
ACC00588,Nair Fashions,BUSINESS,BANK_A,2408,MEDIUM,ENT00396
ACC00589,Iyengar Agro Industries,BUSINESS,BANK_B,2877,HIGH,ENT00397
ACC00590,Qureshi Exports,BUSINESS,BANK_B,1873,MEDIUM,ENT00398
ACC00591,Anita Brar,PERSONAL,BANK_A,795,MEDIUM,ENT00399
ACC00592,Geeta Bansal,PERSONAL,BANK_A,2986,HIGH,ENT00400
ACC00593,Mahesh Iyer,PERSONAL,BANK_A,167,HIGH,ENT00401
ACC00594,Rajwinder Bansal,PERSONAL,BANK_B,82,HIGH,ENT00402
ACC00595,Ghosh Hardware,BUSINESS,BANK_A,821,MEDIUM,ENT00403
ACC00596,Singh Constructions,BUSINESS,BANK_B,3178,LOW,ENT00404
ACC00597,Venkatesh Rao,PERSONAL,BANK_A,606,HIGH,ENT00405
ACC00598,Anil Iyer,PERSONAL,BANK_B,3432,MEDIUM,ENT00406
ACC00599,Iyer Textiles,BUSINESS,BANK_B,2091,MEDIUM,ENT00406
ACC00600,Iyer Retail,BUSINESS,BANK_B,1703,MEDIUM,ENT00406
ACC00601,Prakash Sheikh,PERSONAL,BANK_A,3502,MEDIUM,ENT00407
ACC00602,Ramesh Gupta,PERSONAL,BANK_A,98,LOW,ENT00408
ACC00603,Gupta Foods,BUSINESS,BANK_B,235,MEDIUM,ENT00408
ACC00604,Mary Tiwari,PERSONAL,BANK_A,696,MEDIUM,ENT00409
ACC00605,Sanjay Menon,PERSONAL,BANK_B,2571,LOW,ENT00410
ACC00606,Vijay Mukherjee,PERSONAL,BANK_B,3462,MEDIUM,ENT00411
ACC00607,Malik Agro Industries,BUSINESS,BANK_B,3059,MEDIUM,ENT00412
ACC00608,Balaji Varghese,PERSONAL,BANK_A,266,MEDIUM,ENT00413
ACC00609,Lakshmi Thomas,PERSONAL,BANK_A,3392,MEDIUM,ENT00414
ACC00610,Gopal Sharma,PERSONAL,BANK_A,710,MEDIUM,ENT00415
ACC00611,Nisha Kumar,PERSONAL,BANK_A,805,MEDIUM,ENT00416
ACC00612,Kumar Fashions,BUSINESS,BANK_B,3081,MEDIUM,ENT00416
ACC00613,Sandeep Gupta,PERSONAL,BANK_B,3372,MEDIUM,ENT00417
ACC00614,Malik Retail,BUSINESS,BANK_A,3550,LOW,ENT00418
ACC00615,Bhavana Shah,PERSONAL,BANK_B,1237,HIGH,ENT00419
ACC00616,Sanjay Singh,PERSONAL,BANK_A,313,MEDIUM,ENT00420
ACC00617,Singh Motors,BUSINESS,BANK_A,3405,MEDIUM,ENT00420
ACC00618,Amit Kaur,PERSONAL,BANK_A,945,MEDIUM,ENT00421
ACC00619,Simran Mukherjee,PERSONAL,BANK_B,1305,MEDIUM,ENT00422
ACC00620,Sangeeta Pillai & Sons,PERSONAL,BANK_B,97,HIGH,ENT00423
ACC00621,Pillai & Sons Infotech,BUSINESS,BANK_A,2826,HIGH,ENT00423
ACC00622,Pillai & Sons Logistics,BUSINESS,BANK_A,3641,MEDIUM,ENT00423
ACC00623,Anjali Brar,PERSONAL,BANK_A,3632,HIGH,ENT00424
ACC00624,Brar Overseas,BUSINESS,BANK_A,2468,MEDIUM,ENT00424
ACC00625,Fatima Ghosh,PERSONAL,BANK_A,3567,MEDIUM,ENT00425
ACC00626,Ghosh Pharma,BUSINESS,BANK_B,1815,MEDIUM,ENT00425
ACC00627,Irfan Joshi,PERSONAL,BANK_B,3265,MEDIUM,ENT00426
ACC00628,Kiran Dhillon,PERSONAL,BANK_B,1595,LOW,ENT00427
ACC00629,Sneha Malhotra,PERSONAL,BANK_A,392,HIGH,ENT00428
ACC00630,Dinesh Nair,PERSONAL,BANK_B,3155,MEDIUM,ENT00429
ACC00631,Nair Retail,BUSINESS,BANK_B,1214,MEDIUM,ENT00429
ACC00632,Irfan Ahmed,PERSONAL,BANK_A,2572,MEDIUM,ENT00430
ACC00633,Yadav Logistics,BUSINESS,BANK_A,1980,MEDIUM,ENT00431
ACC00634,Irfan Trivedi,PERSONAL,BANK_A,3039,HIGH,ENT00432
ACC00635,Jaspreet Sharma,PERSONAL,BANK_A,1009,MEDIUM,ENT00433
ACC00636,Balaji Agarwal,PERSONAL,BANK_B,2125,MEDIUM,ENT00434
ACC00637,Vandana Kaur,PERSONAL,BANK_B,2806,LOW,ENT00435
ACC00638,Manpreet Joshi,PERSONAL,BANK_B,1772,MEDIUM,ENT00436
ACC00639,Joshi Motors,BUSINESS,BANK_B,811,MEDIUM,ENT00436
ACC00640,Joshi Motors,BUSINESS,BANK_A,544,LOW,ENT00436
ACC00641,Sabiha Varghese,PERSONAL,BANK_A,3104,MEDIUM,ENT00437
ACC00642,Neha Bose,PERSONAL,BANK_B,2773,HIGH,ENT00438
ACC00643,Rahul Pillai & Sons,PERSONAL,BANK_A,1545,HIGH,ENT00439
ACC00644,Pillai & Sons Foods,BUSINESS,BANK_A,232,MEDIUM,ENT00439
ACC00645,Rahul Saxena,PERSONAL,BANK_A,3601,MEDIUM,ENT00440
ACC00646,Anjali Pillai & Sons,PERSONAL,BANK_A,1798,MEDIUM,ENT00441
