entity_key,canonical_name,phone,pan,address,num_records,num_accounts,account_ids,record_ids,has_unverified_link,is_watchlisted,rules_used
PERSON00347,VIJAY KAPOOR,8254776820,ZXBMH3582L,"572, Nagar, Mumbai, Maharashtra - 325947",2,1,ACC00507,REC000783;REC000784,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00348,Zubair Sandhu & Sons,6735548777,,"530, Cross Street, Delhi, Delhi - 413801",1,1,ACC00508,REC000785,False,False,
PERSON00349,Harpreet Pillai & Sons & Sons,7078046232,OVEEA0515F,"623, Layout, Kolkata, West Bengal - 490574",3,2,ACC00509;ACC00510,REC000786;REC000787;REC000788,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00350,K. Thomas,,INLVA9519F,"761, Nagar, Mumbai, Maharashtra - 191250",1,1,ACC00511,REC000789,False,False,
PERSON00351,Harpreet Varghese & Sons,6252301723,XUPHA8273S,"21, Cross Street, Chennai, Tamil Nadu - 119620",2,1,ACC00512,REC000790;REC000791,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim
PERSON00352,Joseph Vema,7933462372,EMMGA3990F,"895, Nagar, Hyderabad, Telangana - 611909",1,1,ACC00513,REC000792,False,False,
PERSON00353,Meena Sahh,6029984596,MRCWW6051V,"655, Extension, Lucknow, Uttar Pradesh - 338752",2,1,ACC00514,REC000793;REC000794,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00354,V. Kumar,,BGLTX8992Y,"59, Layout, Bengaluru, Karnataka - 477864",1,1,ACC00515,REC000795,False,False,
PERSON00355,Das Shreya,8846152132,XDWZG5591M,"130, Layout, Mumbai, Maharashtra - 413309",2,1,ACC00516,REC000796;REC000797,False,False,R0_same_account;R1_same_pan
PERSON00356,SARITA DAS,7878987932,YPXPB1632K,"432, Nagar, Coimbatore, Tamil Nadu - 443066",2,1,ACC00517,REC000798;REC000799,False,False,R0_same_account;R1_same_pan
PERSON00357,Sarita Dhillon & Sons,8282179010,BURUG9984O,"706, Colony, Ahmedabad, Gujarat - 388630",1,1,ACC00518,REC000800,False,False,
PERSON00358,Deepak Thomas & Sons,9506294232,XIQRS2490R,"310, Layout, Hyderabad, Telangana - 119179",2,1,ACC00519,REC000801;REC000802,False,False,R0_same_account;R2_phone_and_name_sim
PERSON00359,Ahmed Harish,8375559301,KSCFQ0839W,,1,1,ACC00520,REC000803,False,False,
PERSON00360,Kavita Khan & Sons,6695933787,MHBBA5362R,"325, Layout, Chandigarh, Punjab - 344110",3,2,ACC00521;ACC00522,REC000804;REC000805;REC000806,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00361,Vasantha Iyer & Sons,9647787024,RUSGP3384S,"104, Avenue, Kolkata, West Bengal - 393273",4,2,ACC00523;ACC00524,REC000807;REC000808;REC000809;REC000810,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00362,Ramesh Malhotra,7546584245,YYEET7259N,"691, Extension, Surat, Gujarat - 216956",3,2,ACC00525;ACC00526,REC000811;REC000812;REC000813,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00363,Sanjay Tiwari & Sons,9246671676,DBRIL7511L,"520, Avenue, Mysuru, Karnataka - 495025",2,1,ACC00527,REC000814;REC000815,False,False,R0_same_account
PERSON00364,Joseph Agarwal,9851137831,HXHXS1015Z,"708, Layout, Mumbai, Maharashtra - 356248",5,3,ACC00528;ACC00529;ACC00530,REC000816;REC000817;REC000818;REC000819;REC000820,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00365,Srinivas Pillai & Sons,7893153647,,,1,1,ACC00531,REC000821,False,False,
PERSON00366,Srinivas Pillai & Sons,,JGIMS9437C,"246, Main Road, Thiruvananthapuram, Kerala - 539199",1,1,ACC00532,REC000822,False,False,
PERSON00367,Sarita Mehta,6403092963,YAIBY3767J,"130, Avenue, Patna, Bihar - 277973",1,1,ACC00533,REC000823,False,False,
PERSON00368,JASPREET CHATTERJEE,9524125535,RWEGD4494S,"280, Cross Street, Chandigarh, Punjab - 141616",2,1,ACC00534,REC000824;REC000825,False,False,R0_same_account;R1_same_pan
PERSON00369,Anil Kahn,9414957932,GTBBY7181H,"183, Layout, Chandigarh, Punjab - 639607",2,1,ACC00535,REC000826;REC000827,False,False,R0_same_account
PERSON00370,D. Sharma,8753055616,CGIVM6231T,"917, Nagar, Jaipur, Rajasthan - 527278",1,1,ACC00536,REC000828,False,False,
PERSON00371,Vijay Das & Sons,8566975260,,,1,1,ACC00537,REC000829,False,False,
PERSON00372,NISHA BRAR,6688187817,QICVZ6858T,"46, Avenue, Chennai, Tamil Nadu - 113585",1,1,ACC00538,REC000830,False,False,
PERSON00373,Padma Sandhu,8510141501,ULJNG0927O,"329, Avenue, Hyderabad, Telangana - 509993",2,1,ACC00539,REC000831;REC000832,False,False,R0_same_account
PERSON00374,Saxena Divya,9590236719,DWVWU6686D,"710, Avenue, Ahmedabad, Gujarat - 265917",2,1,ACC00540,REC000833;REC000834,False,False,R0_same_account;R4_phone_and_address
PERSON00375,AMANDEEP KHAN,,MIAUV9846G,,1,1,ACC00541,REC000835,False,False,
PERSON00376,Gopal Ansari & Sons,8587408524,PWYVG8690G,"588, Nagar, Nagpur, Maharashtra - 685549",3,2,ACC00542;ACC00543,REC000836;REC000837;REC000838,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00377,SHOBHA KUMAR,8744472870,FHDOM4156I,"638, Avenue, Mumbai, Maharashtra - 357035",2,1,ACC00544,REC000839;REC000840,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim
PERSON00378,Anjali Iyre,6147122988,NHMHQ0140G,"307, Cross Street, Chandigarh, Punjab - 591951",2,1,ACC00545,REC000841;REC000842,False,False,R0_same_account
PERSON00379,Shah Prakash,9482654827,,,1,1,ACC00546,REC000843,False,False,
PERSON00380,Sabiha Varghese & Sons,9745553548,BDTRN1302N,"400, Layout, Lucknow, Uttar Pradesh - 590595",2,2,ACC00547;ACC00548,REC000844;REC000845,False,False,R1_same_pan
PERSON00381,Nitin Mailk,8929350995,FFSGE0194F,"742, Main Road, Madurai, Tamil Nadu - 256455",1,1,ACC00549,REC000846,False,False,
PERSON00382,Manisha Saxena & Sons,,QNQRI1899U,"873, Layout, Pune, Maharashtra - 110828",1,1,ACC00550,REC000847,False,False,
PERSON00383,Sabiha Dhlilon,9047356618,MBDJD1378F,,2,1,ACC00551,REC000848;REC000849,False,False,R0_same_account;R1_same_pan
PERSON00384,Kapoor Prakash,9964311259,UQHOX1813K,"794, Cross Street, Madurai, Tamil Nadu - 416815",5,3,ACC00552;ACC00553;ACC00554,REC000850;REC000851;REC000852;REC000853;REC000854,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00385,Chatterjee Nithya,8337329338,HBJNA2350U,,1,1,ACC00555,REC000855,False,False,
PERSON00386,Tiwari Zubair,6527340875,,"494, Layout, Coimbatore, Tamil Nadu - 299167",2,1,ACC00556,REC000856;REC000857,False,False,R0_same_account
PERSON00387,U. Ghosh,6650657470,,"956, Main Road, Ahmedabad, Gujarat - 330424",1,1,ACC00557,REC000858,False,False,
PERSON00388,A. Sheikh,7347432419,ZGGOE6869F,"821, Nagar, Jaipur, Rajasthan - 527320",1,1,ACC00558,REC000859,False,False,
PERSON00389,Dhillon Rohit,9375551341,ZTPBD8874A,"240, Extension, Coimbatore, Tamil Nadu - 542063",2,1,ACC00559,REC000860;REC000861,False,False,R0_same_account;R1_same_pan;R4_phone_and_address
PERSON00390,VASANTHA MISHRA,7303890220,OLIJP0798T,"492, Colony, Ahmedabad, Gujarat - 405560",2,1,ACC00560,REC000862;REC000863,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim
PERSON00391,Vinod Malhotra & Sons,8265375471,,,1,1,ACC00561,REC000864,False,False,
PERSON00392,Suresh Bhatt & Sons,9637743214,PJAJQ9006H,"658, Layout, Bhopal, Madhya Pradesh - 162659",2,2,ACC00562;ACC00563,REC000865;REC000866,False,False,R3_address_and_name_sim
PERSON00393,Deepa Nair & Sons,7880467553,VUILY0662K,"792, Cross Street, Kochi, Kerala - 422836",2,1,ACC00564,REC000867;REC000868,False,False,R0_same_account;R1_same_pan
PERSON00394,RAVI SHEIKH,8676682119,URBQU3434Y,"905, Layout, Nagpur, Maharashtra - 184201",1,1,ACC00565,REC000869,False,False,
PERSON00395,Brar Shreya,7803150693,JANWG2062R,"119, Extension, Delhi, Delhi - 664133",2,2,ACC00566;ACC00567,REC000870;REC000871,False,False,R1_same_pan;R4_phone_and_address
PERSON00396,Karthik Pillai & Sons,6131673441,RSSGR0477D,"681, Layout, Jaipur, Rajasthan - 279171",2,2,ACC00568;ACC00569,REC000872;REC000873,False,False,R1_same_pan
PERSON00397,Rekha Gill,7375523443,QJMKI5056F,"139, Layout, Bengaluru, Karnataka - 550616",2,1,ACC00570,REC000874;REC000875,False,False,R0_same_account;R1_same_pan;R4_phone_and_address
PERSON00398,Desai Zeenat,7459915452,NSGFG4019R,"516, Main Road, Chennai, Tamil Nadu - 657896",5,3,ACC00571;ACC00572;ACC00573,REC000876;REC000877;REC000878;REC000879;REC000880,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00399,Sabiha Iyer & Sons,8685525485,BTQMQ7711T,"326, Layout, Hyderabad, Telangana - 247583",2,2,ACC00574;ACC00575,REC000881;REC000882,False,False,R1_same_pan
PERSON00400,Ramesh Brar & Sons,7751339356,VDAXR5428L,,2,2,ACC00576;ACC00577,REC000883;REC000884,False,False,R1_same_pan
PERSON00401,Imran Bansal,7015160352,UHPVR2715Z,"208, Layout, Pune, Maharashtra - 381289",2,1,ACC00578,REC000885;REC000886,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00402,Ashok Varghese,8235071792,,,1,1,ACC00579,REC000887,False,False,
PERSON00403,Anna Panedy,,HMCSM9887D,"943, Colony, Chennai, Tamil Nadu - 155528",1,1,ACC00580,REC000888,False,False,
PERSON00404,Iyer Lakshmi,9605301911,PWMUN6087D,,1,1,ACC00581,REC000889,False,False,
PERSON00405,Arun Amed,6590996845,,"240, Extension, Thiruvananthapuram, Kerala - 642565",1,1,ACC00582,REC000890,False,False,
PERSON00406,Gopal Ghosh & Sons,6282681062,QNCWQ4221G,"936, Nagar, Mysuru, Karnataka - 310438",3,2,ACC00583;ACC00584,REC000891;REC000892;REC000893,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00407,Sangeeta Bhatt & Sons,6301447867,UCXTL3311Q,"961, Colony, Chennai, Tamil Nadu - 438603",3,2,ACC00585;ACC00586,REC000894;REC000895;REC000896,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00408,NITHYA NAIR,9264573303,SHIXQ9950A,"796, Nagar, Mumbai, Maharashtra - 497533",3,2,ACC00587;ACC00588,REC000897;REC000898;REC000899,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim
PERSON00409,Rohit Iyengar,9277477189,SBESZ9527V,"875, Cross Street, Kochi, Kerala - 389187",2,1,ACC00589,REC000900;REC000901,False,False,R0_same_account;R4_phone_and_address
PERSON00410,Sarita Qureshi,8138285443,LTVTV4435R,"75, Main Road, Kochi, Kerala - 622449",1,1,ACC00590,REC000902,False,False,
PERSON00411,ANITA BRAR,6148356230,NOYCF8992V,"128, Extension, Nagpur, Maharashtra - 170016",2,1,ACC00591,REC000903;REC000904,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00412,Bansal Geeta,6128349289,IENWZ1685S,"383, Main Road, Surat, Gujarat - 355312",1,1,ACC00592,REC000905,False,False,
PERSON00413,Iyer Mahesh,7732729414,HAKOJ3565E,"362, Avenue, Jaipur, Rajasthan - 490233",1,1,ACC00593,REC000906,False,False,
PERSON00414,Rajwinder Bansal & Sons,6561912336,,"60, Main Road, Delhi, Delhi - 642202",2,1,ACC00594,REC000907;REC000908,False,False,R0_same_account;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00415,Thomas Gohsh,6845236658,JSNTI1779O,"432, Nagar, Lucknow, Uttar Pradesh - 203835",2,1,ACC00595,REC000909;REC000910,False,False,R0_same_account;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00416,Singh Swati,6554254464,,"84, Nagar, Thiruvananthapuram, Kerala - 489473",1,1,ACC00596,REC000911,False,False,
PERSON00417,Rao Venkatesh,6469399757,DKTTR4560F,"155, Avenue, Patna, Bihar - 531650",1,1,ACC00597,REC000912,False,False,
PERSON00418,Anil Iyer & Sons,8665820810,QQPDG2201F,"909, Nagar, Chennai, Tamil Nadu - 699795",4,3,ACC00598;ACC00599;ACC00600,REC000913;REC000914;REC000915;REC000916,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00419,Prakash Sheikh & Sons,,HMWQM2833I,"106, Main Road, Mysuru, Karnataka - 316015",1,1,ACC00601,REC000917,False,False,
PERSON00420,RAMESH GUPTA,8446641782,,"827, Main Road, Jaipur, Rajasthan - 388337",2,2,ACC00602;ACC00603,REC000918;REC000919,False,False,R2_phone_and_name_sim
PERSON00421,Mary Tiwari & Sons,8484455462,UAOQM7735A,"52, Layout, Ahmedabad, Gujarat - 465738",1,1,ACC00604,REC000920,False,False,
PERSON00422,S. Menon,6463853820,,"330, Nagar, Madurai, Tamil Nadu - 118982",1,1,ACC00605,REC000921,False,False,
PERSON00423,Vijay Mukhrejee,8840461295,NZZZI0092C,"36, Extension, Pune, Maharashtra - 410198",2,1,ACC00606,REC000922;REC000923,False,False,R0_same_account;R4_phone_and_address
PERSON00424,HARISH MALIK,7921036154,LLFAX2714M,"175, Layout, Kochi, Kerala - 214683",2,1,ACC00607,REC000924;REC000925,False,False,R0_same_account;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00425,Balaji Varghese & Sons,,VGJZH2894U,"602, Main Road, Jaipur, Rajasthan - 385862",1,1,ACC00608,REC000926,False,False,
PERSON00426,Lakshmi Thomas & Sons,7962318510,GERGF1181W,"337, Nagar, Madurai, Tamil Nadu - 166840",2,1,ACC00609,REC000927;REC000928,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00427,GOPAL SHARMA,6605557678,DTWXE6535U,,2,1,ACC00610,REC000929;REC000930,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim
PERSON00428,Kumar Nisha,,TAHBI6912L,"381, Extension, Mumbai, Maharashtra - 586983",2,2,ACC00611;ACC00612,REC000931;REC000932,False,False,R1_same_pan
PERSON00429,SANDEEP GUPTA,9596876977,ZDHSL3026X,"112, Extension, Ahmedabad, Gujarat - 624080",2,1,ACC00613,REC000933;REC000934,False,False,R0_same_account;R2_phone_and_name_sim
PERSON00430,AMANDEEP MALIK,6175035492,DOMMC6317T,,2,1,ACC00614,REC000935;REC000936,False,False,R0_same_account;R1_same_pan
PERSON00431,Bhavana Sahh,8943355922,OLPFI3406H,"315, Extension, Pune, Maharashtra - 526966",1,1,ACC00615,REC000937,False,False,
PERSON00432,Sanjay Sinhg,8722857998,JGCRB1226I,"523, Avenue, Mumbai, Maharashtra - 361357",3,2,ACC00616;ACC00617,REC000938;REC000939;REC000940,False,False,R0_same_account;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00433,Amit Karu,,QWVNR3617N,"575, Cross Street, Hyderabad, Telangana - 196233",1,1,ACC00618,REC000941,False,False,
PERSON00434,SIMRAN MUKHERJEE,8423215593,QGMSN2243Y,"244, Nagar, Patna, Bihar - 268353",2,1,ACC00619,REC000942;REC000943,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00435,Sangeeta Pillai & Sons & Sons,9122771724,WMUVU8908R,"434, Cross Street, Kochi, Kerala - 141056",4,3,ACC00620;ACC00621;ACC00622,REC000944;REC000945;REC000946;REC000947,False,False,R0_same_account;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00436,ANJALI BRAR,6598073504,SXNUG8586V,"41, Cross Street, Hyderabad, Telangana - 283939",3,2,ACC00623;ACC00624,REC000948;REC000949;REC000950,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00437,F. Ghosh,9118062423,MHKKF9225V,"17, Cross Street, Kochi, Kerala - 472040",4,2,ACC00625;ACC00626,REC000951;REC000952;REC000953;REC000954,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00438,Irfan Johsi,7994377939,JHOYM5832D,"784, Layout, Mysuru, Karnataka - 660550",2,1,ACC00627,REC000955;REC000956,False,False,R0_same_account;R1_same_pan
PERSON00439,KIRAN DHILLON,8810287057,YYITD2191Z,"298, Cross Street, Ahmedabad, Gujarat - 196195",2,1,ACC00628,REC000957;REC000958,False,False,R0_same_account;R1_same_pan
PERSON00440,Sneha Malhotra,7509772108,RHOQJ0867E,"166, Avenue, Chandigarh, Punjab - 346160",2,1,ACC00629,REC000959;REC000960,False,False,R0_same_account
PERSON00441,Dinesh Nair,7778433091,AFMVD2044T,"692, Avenue, Kochi, Kerala - 290132",2,2,ACC00630;ACC00631,REC000961;REC000962,False,False,R1_same_pan;R3_address_and_name_sim
PERSON00442,I. Ahmed,8724508707,,,1,1,ACC00632,REC000963,False,False,
PERSON00443,Pankaj Yadav & Sons,8479611803,MNAIJ6979F,"739, Avenue, Chennai, Tamil Nadu - 251082",2,1,ACC00633,REC000964;REC000965,False,False,R0_same_account;R1_same_pan;R4_phone_and_address
PERSON00444,Trivedi Irfan,8915455004,WNSKC5540U,,1,1,ACC00634,REC000966,False,False,
PERSON00445,Jaspreet Shrama,6144494488,PHXVO7203H,"906, Nagar, Madurai, Tamil Nadu - 210670",2,1,ACC00635,REC000967;REC000968,False,False,R0_same_account;R4_phone_and_address
PERSON00446,B. Agarwal,7913317331,,"186, Main Road, Madurai, Tamil Nadu - 318230",1,1,ACC00636,REC000969,False,False,
PERSON00447,Vandana Kaur & Sons,,YFTCL1374M,"195, Layout, Chandigarh, Punjab - 523849",2,1,ACC00637,REC000970;REC000971,False,False,R0_same_account;R1_same_pan
PERSON00448,M. Joshi,6080780534,LVLJV3381S,"224, Layout, Chandigarh, Punjab - 351779",4,3,ACC00638;ACC00639;ACC00640,REC000972;REC000973;REC000974;REC000975,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim;R4_phone_and_address
PERSON00449,S. Varghese,8665964805,UXIXF0350X,,1,1,ACC00641,REC000976,False,False,
PERSON00450,N. Bose,8732679562,SFPWW4674X,"481, Extension, Pune, Maharashtra - 217788",1,1,ACC00642,REC000977,False,False,
PERSON00451,Pillai & Sons Rahul,8005218172,LVVUV5130E,"545, Main Road, Pune, Maharashtra - 105617",2,1,ACC00643,REC000978;REC000979,False,False,R0_same_account;R1_same_pan;R4_phone_and_address
PERSON00452,Rahul Pillai & Sons & Sons,8005218172,,,1,1,ACC00644,REC000980,False,False,
PERSON00453,Rahul Saxean,9315249632,PLAXU5214N,"616, Layout, Delhi, Delhi - 133812",2,1,ACC00645,REC000981;REC000982,False,False,R0_same_account;R1_same_pan
PERSON00454,Pillai & Sons Anjali,6537561247,,"861, Main Road, Mumbai, Maharashtra - 631509",1,1,ACC00646,REC000983,False,False,
PERSON00455,Anjali Patl,7625042077,JDPRW7737I,"695, Layout, Bengaluru, Karnataka - 648954",1,1,ACC00647,REC000984,False,False,
PERSON00456,Vikram Bhatt & Sons,9210094067,RSGQC4448U,"306, Extension, Bhopal, Madhya Pradesh - 491911",2,1,ACC00648,REC000985;REC000986,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00457,Amandeep Iyengar,8165465724,,"461, Avenue, Bhopal, Madhya Pradesh - 125371",1,1,ACC00649,REC000987,False,False,
PERSON00458,Manpreet Iyer & Sons,8029868332,,"992, Extension, Delhi, Delhi - 646926",2,1,ACC00650,REC000988;REC000989,False,False,R0_same_account;R2_phone_and_name_sim
PERSON00459,Deepa Gill,8560371566,VTXLK4291S,"677, Avenue, Delhi, Delhi - 483634",1,1,ACC00651,REC000990,False,False,
PERSON00460,Anil Kaur & Sons,,LTHCT5186I,"83, Layout, Bengaluru, Karnataka - 247969",2,2,ACC00652;ACC00653,REC000991;REC000992,False,False,R1_same_pan
PERSON00461,Sunil Malhora,,IAKJF0827A,"563, Nagar, Bhopal, Madhya Pradesh - 421395",2,1,ACC00654,REC000993;REC000994,False,False,R0_same_account;R1_same_pan
PERSON00462,HARISH KAPOOR,8414531358,,"624, Nagar, Delhi, Delhi - 293621",1,1,ACC00655,REC000995,False,False,
PERSON00463,Vandana Banerjee,8207932445,TSJDV2279I,"270, Colony, Jaipur, Rajasthan - 184872",2,1,ACC00656,REC000996;REC000997,False,False,R0_same_account;R4_phone_and_address
PERSON00464,Vijay Kaur & Sons,8969364737,TPDQK0021S,,1,1,ACC00657,REC000998,False,False,
PERSON00465,AJAY BHATT,9154253207,,"7, Avenue, Patna, Bihar - 577856",1,1,ACC00658,REC000999,False,False,
PERSON00466,Susan Pillai  &Sons,6146685814,ETGPB4049W,"438, Nagar, Mumbai, Maharashtra - 239754",6,3,ACC00659;ACC00660;ACC00661,REC001000;REC001001;REC001002;REC001003;REC001004;REC001005,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim;R4_phone_and_address;R5_initials;R8_soundex
PERSON00467,Vinod Singh,7214569402,JYODD6851P,"619, Layout, Delhi, Delhi - 340165",2,1,ACC00662,REC001006;REC001007,False,False,R0_same_account;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00468,SRINIVAS GILL,9682690951,,,1,1,ACC00663,REC001008,False,False,
PERSON00469,Irfan Saxena,7779365683,FWEDT3853K,"744, Nagar, Kochi, Kerala - 518391",2,1,ACC00664,REC001009;REC001010,False,False,R0_same_account;R3_address_and_name_sim
PERSON00470,Shobha Chtaterjee,6138177230,MYFBI6435D,"626, Nagar, Kochi, Kerala - 470327",2,1,ACC00665,REC001011;REC001012,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00471,Faisal Trviedi,6905019410,QEGCB8576H,"288, Layout, Ahmedabad, Gujarat - 379620",3,2,ACC00666;ACC00667,REC001013;REC001014;REC001015,False,False,R0_same_account;R1_same_pan
PERSON00472,Vandana Anasri,6023421950,NIJFT9064B,"173, Colony, Ahmedabad, Gujarat - 553090",1,1,ACC00668,REC001016,False,False,
PERSON00473,Balaji Chatterjee & Sons,9331661175,XYKLD1540E,"612, Main Road, Ahmedabad, Gujarat - 210974",3,2,ACC00669;ACC00670,REC001017;REC001018;REC001019,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00474,AJAY QURESHI,8675436855,GKTUG9844F,"696, Main Road, Ahmedabad, Gujarat - 496596",2,1,ACC00671,REC001020;REC001021,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim
PERSON00475,Harleen Khan & Sons,7560386027,LRWHI1468W,"485, Nagar, Chandigarh, Punjab - 441061",2,1,ACC00672,REC001022;REC001023,False,False,R0_same_account;R1_same_pan;R4_phone_and_address
PERSON00476,AMIT KAPOOR,6137505997,RXMHJ8614R,"96, Nagar, Nagpur, Maharashtra - 574689",3,2,ACC00673;ACC00674,REC001024;REC001025;REC001026,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim
PERSON00477,P. Dhillon,,FRVWL5662W,,1,1,ACC00675,REC001027,False,False,
PERSON00478,Thomas Mukherjee,7868067936,WXVDC4783C,"294, Extension, Hyderabad, Telangana - 373278",2,2,ACC00676;ACC00677,REC001028;REC001029,False,False,R1_same_pan
PERSON00479,Manoj Shrma,6885961598,,"926, Nagar, Thiruvananthapuram, Kerala - 121899",1,1,ACC00678,REC001030,False,False,
PERSON00480,Gaurav Pandey & Sons,8362599205,UZMHB7603S,"550, Colony, Patna, Bihar - 525298",3,2,ACC00679;ACC00680,REC001031;REC001032;REC001033,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim
PERSON00481,Gaurav Pillai & Sons,6768695409,YUXGC1045Z,"364, Avenue, Thiruvananthapuram, Kerala - 652728",2,1,ACC00681,REC001034;REC001035,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim
PERSON00482,Preethi Chatterjee & Sons,6311898172,EGIWA1602K,"104, Nagar, Bhopal, Madhya Pradesh - 100536",1,1,ACC00682,REC001036,False,False,
PERSON00483,Kapoor Usha,,HGPLF3040N,"441, Colony, Mumbai, Maharashtra - 581636",2,2,ACC00683;ACC00684,REC001037;REC001038,False,False,R1_same_pan
PERSON00484,A. Das,8732432960,NWPUS7505C,"484, Colony, Thiruvananthapuram, Kerala - 570592",1,1,ACC00685,REC001039,False,False,
PERSON00485,ANJALI DUBEY,7314911346,WWCFS1134N,"551, Main Road, Kochi, Kerala - 226771",2,2,ACC00686;ACC00687,REC001040;REC001041,False,False,R1_same_pan;R3_address_and_name_sim
PERSON00486,AYESHA SENGUPTA,7196492781,XFZLM2183E,"869, Layout, Jaipur, Rajasthan - 234341",1,1,ACC00688,REC001042,False,False,
PERSON00487,Iyer Venkatesh,7019172060,CAHEN2486Y,"702, Colony, Bengaluru, Karnataka - 176467",2,1,ACC00689,REC001043;REC001044,False,False,R0_same_account;R1_same_pan
PERSON00488,Kaur Joseph,7445587122,GIXCJ4923U,"392, Nagar, Kolkata, West Bengal - 570763",1,1,ACC00690,REC001045,False,False,
PERSON00489,Sunil Kapoor & Sons,7272787365,ZVPSO6815J,"839, Nagar, Mysuru, Karnataka - 399843",2,1,ACC00691,REC001046;REC001047,False,False,R0_same_account;R1_same_pan
PERSON00490,Arun Sengupat,,HJMPJ7915C,"144, Nagar, Jaipur, Rajasthan - 242369",2,1,ACC00692,REC001048;REC001049,False,False,R0_same_account;R3_address_and_name_sim
PERSON00491,B. Ansari,8997424203,,"475, Nagar, Surat, Gujarat - 227781",1,1,ACC00693,REC001050,False,False,
PERSON00492,Srinivas Chauhan & Sons,7102503358,,"830, Main Road, Ahmedabad, Gujarat - 517164",2,1,ACC00694,REC001051;REC001052,False,False,R0_same_account;R4_phone_and_address
PERSON00493,Divya Ahmed & Sons,6363015646,TVVQQ0943C,"423, Colony, Bhopal, Madhya Pradesh - 492629",1,1,ACC00695,REC001053,False,False,
PERSON00494,Manpreet Brar & Sons,7216580984,TNFBE4583T,"164, Avenue, Kolkata, West Bengal - 450569",3,2,ACC00696;ACC00697,REC001054;REC001055;REC001056,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim
PERSON00495,Lakshmi Khan,9186281415,SOVAC7073O,"325, Nagar, Patna, Bihar - 178192",2,1,ACC00698,REC001057;REC001058,False,False,R0_same_account;R1_same_pan
