record_id,source_system,name_as_written,phone,pan,address,linked_account,true_entity_id
REC000719,CORPORATE_BANKING,Zeenat Ghosh & Sons,8399053411,NZBGG8794K,,ACC00463,ENT00305
REC000720,RETAIL_CBS,Nithya Qureshi,,PRMQT6874Y,"303, Extension, Madurai, Tamil Nadu - 691403",ACC00464,ENT00306
REC000721,RETAIL_CBS,Karthik Metha,8222319004,IUUFR0961H,"952, Avenue, Mumbai, Maharashtra - 622575",ACC00465,ENT00307
REC000722,CORPORATE_BANKING,Karthik Mehta,8222319004,,,ACC00465,ENT00307
REC000723,RETAIL_CBS,Gill Imran,7299363014,DJSVI4718I,,ACC00466,ENT00308
REC000724,CORPORATE_BANKING,Imran Gill & Sons,7299363014,DJSVI4718I,"771, Cross Street, Nagpur, Maharashtra - 345218",ACC00466,ENT00308
REC000725,RETAIL_CBS,R. Joshi,6221522741,HGYUS0229C,,ACC00467,ENT00309
REC000726,CORPORATE_BANKING,Ritu Joshi & Sons,6221522741,HGYUS0229C,,ACC00467,ENT00309
REC000727,RETAIL_CBS,Susan Brar & Sons,,,"446, Layout, Mumbai, Maharashtra - 286504",ACC00468,ENT00310
REC000728,CORPORATE_BANKING,SUSAN BRAR,,PVSNQ8916M,"446, Layout, Mumbai, Maharashtra - 286504",ACC00468,ENT00310
REC000729,CORPORATE_BANKING,Susan Brar,,PVSNQ8916M,"446, Layout, Mumbai, Maharashtra - 286504",ACC00469,ENT00310
REC000730,RETAIL_CBS,Naveen Sahrma,8199398277,,"295, Avenue, Mysuru, Karnataka - 109265",ACC00470,ENT00311
REC000731,RETAIL_CBS,NAVEEN SHARMA,8199398277,MLIWK2269S,"295, Avenue, Mysuru, Karnataka - 109265",ACC00471,ENT00311
REC000732,RETAIL_CBS,Naveen Sharma & Sons,8199398277,MLIWK2269S,,ACC00472,ENT00311
REC000733,CORPORATE_BANKING,N. Sharma,8199398277,MLIWK2269S,"295, Avenue, Mysuru, Karnataka - 109265",ACC00472,ENT00311
REC000734,RETAIL_CBS,V. Ahmed,6002668328,OZABK7682P,,ACC00473,ENT00312
REC000735,CORPORATE_BANKING,Vinod Ahmed & Sons,6002668328,OZABK7682P,"378, Extension, Chandigarh, Punjab - 580302",ACC00473,ENT00312
REC000736,RETAIL_CBS,A. Thomas,9719857117,NEYZP7831O,"85, Main Road, Jaipur, Rajasthan - 359443",ACC00474,ENT00313
REC000737,CORPORATE_BANKING,Anna Thmas,9719857117,NEYZP7831O,"85, Main Road, Jaipur, Rajasthan - 359443",ACC00474,ENT00313
REC000738,RETAIL_CBS,Anna Thomas,,NEYZP7831O,"85, Main Road, Jaipur, Rajasthan - 359443",ACC00475,ENT00313
REC000739,CORPORATE_BANKING,A. Thomas,9719857117,NEYZP7831O,"85, Main Road, Jaipur, Rajasthan - 359443",ACC00475,ENT00313
REC000740,RETAIL_CBS,VIJAY BOSE,,KUXWW8262V,"220, Layout, Lucknow, Uttar Pradesh - 349306",ACC00476,ENT00314
REC000741,CORPORATE_BANKING,V. Bose,,KUXWW8262V,"220, Layout, Lucknow, Uttar Pradesh - 349306",ACC00476,ENT00314
REC000742,RETAIL_CBS,Vasantha Segupta,6808825435,QCCCM4733D,"645, Main Road, Bengaluru, Karnataka - 328493",ACC00477,ENT00315
REC000743,CORPORATE_BANKING,Vasantha Segnupta,,QCCCM4733D,"645, Main Road, Bengaluru, Karnataka - 328493",ACC00477,ENT00315
REC000744,RETAIL_CBS,Sidhu Shobha,8238389785,XDYPD6806V,,ACC00478,ENT00316
REC000745,CORPORATE_BANKING,Shobha Sdihu,,XDYPD6806V,"497, Colony, Ahmedabad, Gujarat - 619229",ACC00478,ENT00316
REC000746,CORPORATE_BANKING,Shobha Sdihu,8238389785,,"497, Colony, Ahmedabad, Gujarat - 619229",ACC00479,ENT00316
REC000747,CORPORATE_BANKING,Qureshi Nitin,7329157363,QTGDU9280G,,ACC00480,ENT00317
REC000748,CORPORATE_BANKING,SARITA CHAUHAN,9610204880,,,ACC00481,ENT00318
REC000749,CORPORATE_BANKING,IRFAN IYENGAR,7814795273,FPNTJ1940Q,"911, Avenue, Kolkata, West Bengal - 300998",ACC00482,ENT00319
REC000750,RETAIL_CBS,Irfan Iynegar,7814795273,FPNTJ1940Q,"911, Avenue, Kolkata, West Bengal - 300998",ACC00483,ENT00319
REC000751,CORPORATE_BANKING,Irfan Iyengar,7814795273,FPNTJ1940Q,"911, Avenue, Kolkata, West Bengal - 300998",ACC00483,ENT00319
REC000752,CORPORATE_BANKING,FAISAL BRAR,9462335901,SQTMC4108J,"272, Avenue, Kochi, Kerala - 357344",ACC00484,ENT00320
REC000753,RETAIL_CBS,S. Brar,6630377935,,"757, Extension, Thiruvananthapuram, Kerala - 464629",ACC00485,ENT00321
REC000754,CORPORATE_BANKING,Sangeeta Brar & Sons,6630377935,QCBHY7471R,"757, Extension, Thiruvananthapuram, Kerala - 464629",ACC00485,ENT00321
REC000755,CORPORATE_BANKING,Rekha Khan,7445837111,QNDLO8076B,"881, Cross Street, Coimbatore, Tamil Nadu - 590814",ACC00486,ENT00322
REC000756,RETAIL_CBS,Sangeeta Rao,6782692407,LLGFM2574M,"858, Cross Street, Nagpur, Maharashtra - 358974",ACC00487,ENT00323
REC000757,RETAIL_CBS,S. Naidu,8816615668,KBHVV9694S,"86, Avenue, Jaipur, Rajasthan - 432019",ACC00488,ENT00324
REC000758,CORPORATE_BANKING,Sabiha Naidu & Sons,8816615668,KBHVV9694S,"86, Avenue, Jaipur, Rajasthan - 432019",ACC00488,ENT00324
REC000759,RETAIL_CBS,Susan Tiwari,9200499242,BWKDN4447E,,ACC00489,ENT00325
REC000760,CORPORATE_BANKING,Tiwari Susan,9200499242,BWKDN4447E,"969, Extension, Lucknow, Uttar Pradesh - 685437",ACC00489,ENT00325
REC000761,CORPORATE_BANKING,Kiran Brar,,HCKQA6206F,"185, Nagar, Surat, Gujarat - 543591",ACC00490,ENT00326
REC000762,RETAIL_CBS,SANJAY SHARMA,7947533944,VGVLA4822Q,"515, Layout, Lucknow, Uttar Pradesh - 178057",ACC00491,ENT00327
REC000763,CORPORATE_BANKING,S. Sharma,7947533944,VGVLA4822Q,"515, Layout, Lucknow, Uttar Pradesh - 178057",ACC00491,ENT00327
REC000764,RETAIL_CBS,SANDEEP AGARWAL,8491895119,ZDYLE6041V,"955, Avenue, Lucknow, Uttar Pradesh - 447478",ACC00492,ENT00328
REC000765,CORPORATE_BANKING,Agarwal Sandeep,8491895119,ZDYLE6041V,"955, Avenue, Lucknow, Uttar Pradesh - 447478",ACC00492,ENT00328
REC000766,RETAIL_CBS,Dinesh Qreshi,,IIJNQ6166P,"817, Main Road, Kolkata, West Bengal - 219453",ACC00493,ENT00329
REC000767,CORPORATE_BANKING,DINESH QURESHI,8608120314,IIJNQ6166P,,ACC00493,ENT00329
REC000768,CORPORATE_BANKING,Sengupta Balaji,7997389807,ISLZL2770Y,"824, Colony, Chennai, Tamil Nadu - 252116",ACC00494,ENT00330
REC000769,RETAIL_CBS,Balaji Senupta,7997389807,ISLZL2770Y,,ACC00495,ENT00330
REC000770,RETAIL_CBS,Vasantha Verma & Sons,7517020642,UXFBA8546C,"33, Avenue, Mumbai, Maharashtra - 482272",ACC00496,ENT00331
REC000771,CORPORATE_BANKING,Verma Vasantha,,UXFBA8546C,,ACC00497,ENT00331
REC000772,RETAIL_CBS,V. Verma,7517020642,,"33, Avenue, Mumbai, Maharashtra - 482272",ACC00498,ENT00331
REC000773,CORPORATE_BANKING,Vasantha Veram,7517020642,UXFBA8546C,,ACC00498,ENT00331
REC000774,RETAIL_CBS,Dinesh Mukherjee,7172371227,HIHOG7085H,"183, Colony, Chennai, Tamil Nadu - 164509",ACC00499,ENT00332
REC000775,CORPORATE_BANKING,Dinesh Mukherjee & Sons,,HIHOG7085H,,ACC00499,ENT00332
REC000776,RETAIL_CBS,Mukherjee Dinesh,7172371227,,"183, Colony, Chennai, Tamil Nadu - 164509",ACC00500,ENT00332
REC000777,RETAIL_CBS,Dinesh Mukherjee & Sons,7172371227,,"183, Colony, Chennai, Tamil Nadu - 164509",ACC00501,ENT00332
REC000778,CORPORATE_BANKING,Mukherjee Dinesh,7172371227,HIHOG7085H,,ACC00501,ENT00332
REC000779,RETAIL_CBS,Ritu Shekh,6635796616,,"486, Cross Street, Mysuru, Karnataka - 577782",ACC00502,ENT00333
REC000780,CORPORATE_BANKING,Ritu Sheikh & Sons,6635796616,DOCRG6216S,"486, Cross Street, Mysuru, Karnataka - 577782",ACC00502,ENT00333
REC000781,RETAIL_CBS,RITU SHEIKH,6635796616,,,ACC00503,ENT00333
REC000782,CORPORATE_BANKING,R. Sheikh,6635796616,,,ACC00503,ENT00333
REC000783,CORPORATE_BANKING,USHA DHILLON,,BKVRX9202U,"388, Layout, Pune, Maharashtra - 694736",ACC00504,ENT00334
REC000784,RETAIL_CBS,PREETHI MALIK,,MIQQN1741K,"312, Colony, Kochi, Kerala - 610320",ACC00505,ENT00335
REC000785,CORPORATE_BANKING,Preethi Mlik,,MIQQN1741K,,ACC00505,ENT00335
REC000786,RETAIL_CBS,P. Malik,,MIQQN1741K,"312, Colony, Kochi, Kerala - 610320",ACC00506,ENT00335
REC000787,CORPORATE_BANKING,Preethi Malki,7664628052,MIQQN1741K,"312, Colony, Kochi, Kerala - 610320",ACC00506,ENT00335
REC000788,RETAIL_CBS,Vijay Kapoor,8254776820,ZXBMH3582L,"572, Nagar, Mumbai, Maharashtra - 325947",ACC00507,ENT00336
REC000789,CORPORATE_BANKING,VIJAY KAPOOR,8254776820,ZXBMH3582L,"572, Nagar, Mumbai, Maharashtra - 325947",ACC00507,ENT00336
REC000790,CORPORATE_BANKING,Zubair Sandhu & Sons,6735548777,,"530, Cross Street, Delhi, Delhi - 413801",ACC00508,ENT00337
REC000791,RETAIL_CBS,HARPREET PILLAI & SONS,7078046232,OVEEA0515F,"623, Layout, Kolkata, West Bengal - 490574",ACC00509,ENT00338
REC000792,RETAIL_CBS,Harpreet Pillai & Sons,7078046232,OVEEA0515F,"623, Layout, Kolkata, West Bengal - 490574",ACC00510,ENT00338
REC000793,CORPORATE_BANKING,Harpreet Pillai & Sons & Sons,7078046232,OVEEA0515F,,ACC00510,ENT00338
REC000794,RETAIL_CBS,K. Thomas,,INLVA9519F,"761, Nagar, Mumbai, Maharashtra - 191250",ACC00511,ENT00339
REC000795,RETAIL_CBS,Harpreet Varghese & Sons,6252301723,XUPHA8273S,,ACC00512,ENT00340
REC000796,CORPORATE_BANKING,Harpreet Varghese,6252301723,XUPHA8273S,"21, Cross Street, Chennai, Tamil Nadu - 119620",ACC00512,ENT00340
REC000797,CORPORATE_BANKING,Joseph Vema,7933462372,EMMGA3990F,"895, Nagar, Hyderabad, Telangana - 611909",ACC00513,ENT00341
REC000798,RETAIL_CBS,Meena Shah,6029984596,MRCWW6051V,"655, Extension, Lucknow, Uttar Pradesh - 338752",ACC00514,ENT00342
REC000799,CORPORATE_BANKING,Meena Sahh,6029984596,MRCWW6051V,"655, Extension, Lucknow, Uttar Pradesh - 338752",ACC00514,ENT00342
REC000800,RETAIL_CBS,V. Kumar,,BGLTX8992Y,"59, Layout, Bengaluru, Karnataka - 477864",ACC00515,ENT00343
REC000801,RETAIL_CBS,Das Shreya,8846152132,XDWZG5591M,"130, Layout, Mumbai, Maharashtra - 413309",ACC00516,ENT00344
REC000802,CORPORATE_BANKING,Shreya Das,,XDWZG5591M,"130, Layout, Mumbai, Maharashtra - 413309",ACC00516,ENT00344
REC000803,RETAIL_CBS,S. Das,,YPXPB1632K,"432, Nagar, Coimbatore, Tamil Nadu - 443066",ACC00517,ENT00345
REC000804,CORPORATE_BANKING,SARITA DAS,7878987932,YPXPB1632K,"432, Nagar, Coimbatore, Tamil Nadu - 443066",ACC00517,ENT00345
REC000805,RETAIL_CBS,Sarita Dhillon & Sons,8282179010,BURUG9984O,"706, Colony, Ahmedabad, Gujarat - 388630",ACC00518,ENT00346
REC000806,RETAIL_CBS,Deepak Thomas & Sons,9506294232,,"310, Layout, Hyderabad, Telangana - 119179",ACC00519,ENT00347
REC000807,CORPORATE_BANKING,Deepak Thomas,9506294232,XIQRS2490R,,ACC00519,ENT00347
REC000808,RETAIL_CBS,Ahmed Harish,8375559301,KSCFQ0839W,,ACC00520,ENT00348
REC000809,CORPORATE_BANKING,Kavita Khan & Sons,6695933787,MHBBA5362R,"325, Layout, Chandigarh, Punjab - 344110",ACC00521,ENT00349
REC000810,RETAIL_CBS,Kavita Kahn,6695933787,MHBBA5362R,"325, Layout, Chandigarh, Punjab - 344110",ACC00522,ENT00349
REC000811,CORPORATE_BANKING,Khan Kavita,6695933787,MHBBA5362R,"325, Layout, Chandigarh, Punjab - 344110",ACC00522,ENT00349
REC000812,RETAIL_CBS,V. Iyer,,RUSGP3384S,,ACC00523,ENT00350
REC000813,CORPORATE_BANKING,Vasantha Iyer,9647787024,,"104, Avenue, Kolkata, West Bengal - 393273",ACC00523,ENT00350
REC000814,RETAIL_CBS,Vasantha Ieyr,,RUSGP3384S,,ACC00524,ENT00350
REC000815,CORPORATE_BANKING,Vasantha Iyer & Sons,9647787024,RUSGP3384S,"104, Avenue, Kolkata, West Bengal - 393273",ACC00524,ENT00350
REC000816,RETAIL_CBS,Ramesh Malhotra,7546584245,YYEET7259N,"691, Extension, Surat, Gujarat - 216956",ACC00525,ENT00351
REC000817,RETAIL_CBS,Ramesh Malhotra & Sons,7546584245,YYEET7259N,"691, Extension, Surat, Gujarat - 216956",ACC00526,ENT00351
REC000818,CORPORATE_BANKING,Ramesh Malhotra,7546584245,YYEET7259N,,ACC00526,ENT00351
REC000819,RETAIL_CBS,Tiwari Sanjay,9246671676,DBRIL7511L,"520, Avenue, Mysuru, Karnataka - 495025",ACC00527,ENT00352
REC000820,CORPORATE_BANKING,Sanjay Tiwari & Sons,9246671676,,,ACC00527,ENT00352
REC000821,RETAIL_CBS,Joseph Agarwal,9851137831,HXHXS1015Z,"708, Layout, Mumbai, Maharashtra - 356248",ACC00528,ENT00353
REC000822,RETAIL_CBS,Joseph Agrawal,9851137831,HXHXS1015Z,"708, Layout, Mumbai, Maharashtra - 356248",ACC00529,ENT00353
REC000823,CORPORATE_BANKING,J. Agarwal,9851137831,,"708, Layout, Mumbai, Maharashtra - 356248",ACC00529,ENT00353
REC000824,RETAIL_CBS,Joseph Agarwal,9851137831,HXHXS1015Z,"708, Layout, Mumbai, Maharashtra - 356248",ACC00530,ENT00353
REC000825,CORPORATE_BANKING,JOSEPH AGARWAL,9851137831,HXHXS1015Z,"708, Layout, Mumbai, Maharashtra - 356248",ACC00530,ENT00353
REC000826,RETAIL_CBS,Srinivas Pillai & Sons,7893153647,,,ACC00531,ENT00354
REC000827,RETAIL_CBS,Srinivas Pillai & Sons,,JGIMS9437C,"246, Main Road, Thiruvananthapuram, Kerala - 539199",ACC00532,ENT00354
REC000828,CORPORATE_BANKING,Sarita Mehta,6403092963,YAIBY3767J,"130, Avenue, Patna, Bihar - 277973",ACC00533,ENT00355
REC000829,RETAIL_CBS,JASPREET CHATTERJEE,9524125535,RWEGD4494S,"280, Cross Street, Chandigarh, Punjab - 141616",ACC00534,ENT00356
REC000830,CORPORATE_BANKING,J. Chatterjee,9524125535,RWEGD4494S,,ACC00534,ENT00356
REC000831,RETAIL_CBS,Anil Kahn,9414957932,GTBBY7181H,,ACC00535,ENT00357
REC000832,CORPORATE_BANKING,A. Khan,,,"183, Layout, Chandigarh, Punjab - 639607",ACC00535,ENT00357
REC000833,RETAIL_CBS,D. Sharma,8753055616,CGIVM6231T,"917, Nagar, Jaipur, Rajasthan - 527278",ACC00536,ENT00358
REC000834,RETAIL_CBS,Vijay Das & Sons,8566975260,,,ACC00537,ENT00359
REC000835,RETAIL_CBS,NISHA BRAR,6688187817,QICVZ6858T,"46, Avenue, Chennai, Tamil Nadu - 113585",ACC00538,ENT00360
REC000836,RETAIL_CBS,P. Sandhu,8510141501,ULJNG0927O,"329, Avenue, Hyderabad, Telangana - 509993",ACC00539,ENT00361
REC000837,CORPORATE_BANKING,Padma Sandhu,8510141501,,,ACC00539,ENT00361
REC000838,RETAIL_CBS,Saxena Divya,9590236719,,"710, Avenue, Ahmedabad, Gujarat - 265917",ACC00540,ENT00362
REC000839,CORPORATE_BANKING,D. Saxena,9590236719,DWVWU6686D,"710, Avenue, Ahmedabad, Gujarat - 265917",ACC00540,ENT00362
REC000840,CORPORATE_BANKING,AMANDEEP KHAN,,MIAUV9846G,,ACC00541,ENT00363
REC000841,CORPORATE_BANKING,Gopal Ansari & Sons,8587408524,PWYVG8690G,"588, Nagar, Nagpur, Maharashtra - 685549",ACC00542,ENT00364
REC000842,RETAIL_CBS,GOPAL ANSARI,8587408524,PWYVG8690G,"588, Nagar, Nagpur, Maharashtra - 685549",ACC00543,ENT00364
REC000843,CORPORATE_BANKING,Ansari Gopal,8587408524,,"588, Nagar, Nagpur, Maharashtra - 685549",ACC00543,ENT00364
REC000844,RETAIL_CBS,Shobha Kumar,,FHDOM4156I,"638, Avenue, Mumbai, Maharashtra - 357035",ACC00544,ENT00365
REC000845,CORPORATE_BANKING,SHOBHA KUMAR,8744472870,FHDOM4156I,"638, Avenue, Mumbai, Maharashtra - 357035",ACC00544,ENT00365
REC000846,RETAIL_CBS,Anjali Iyre,,,"307, Cross Street, Chandigarh, Punjab - 591951",ACC00545,ENT00366
REC000847,CORPORATE_BANKING,Iyer Anjali,6147122988,NHMHQ0140G,"307, Cross Street, Chandigarh, Punjab - 591951",ACC00545,ENT00366
REC000848,RETAIL_CBS,Shah Prakash,9482654827,,,ACC00546,ENT00367
REC000849,CORPORATE_BANKING,Sabiha Varghese & Sons,9745553548,BDTRN1302N,,ACC00547,ENT00368
REC000850,RETAIL_CBS,Varghese Sabiha,9745553548,BDTRN1302N,"400, Layout, Lucknow, Uttar Pradesh - 590595",ACC00548,ENT00368
REC000851,RETAIL_CBS,Nitin Mailk,8929350995,FFSGE0194F,"742, Main Road, Madurai, Tamil Nadu - 256455",ACC00549,ENT00369
REC000852,RETAIL_CBS,Manisha Saxena & Sons,,QNQRI1899U,"873, Layout, Pune, Maharashtra - 110828",ACC00550,ENT00370
REC000853,RETAIL_CBS,S. Dhillon,9047356618,MBDJD1378F,,ACC00551,ENT00371
REC000854,CORPORATE_BANKING,Sabiha Dhlilon,,MBDJD1378F,,ACC00551,ENT00371
REC000855,RETAIL_CBS,Prakash Kpoor,9964311259,,"794, Cross Street, Madurai, Tamil Nadu - 416815",ACC00552,ENT00372
REC000856,CORPORATE_BANKING,Kapoor Prakash,9964311259,,"794, Cross Street, Madurai, Tamil Nadu - 416815",ACC00552,ENT00372
REC000857,RETAIL_CBS,Prakash Kaopor,9964311259,UQHOX1813K,"794, Cross Street, Madurai, Tamil Nadu - 416815",ACC00553,ENT00372
REC000858,RETAIL_CBS,PRAKASH KAPOOR,9964311259,UQHOX1813K,"794, Cross Street, Madurai, Tamil Nadu - 416815",ACC00554,ENT00372
REC000859,CORPORATE_BANKING,Prakash Kaporo,9964311259,UQHOX1813K,"794, Cross Street, Madurai, Tamil Nadu - 416815",ACC00554,ENT00372
REC000860,CORPORATE_BANKING,Chatterjee Nithya,8337329338,HBJNA2350U,,ACC00555,ENT00373
REC000861,RETAIL_CBS,Tiwari Zubair,,,"494, Layout, Coimbatore, Tamil Nadu - 299167",ACC00556,ENT00374
REC000862,CORPORATE_BANKING,Zubair Tiwai,6527340875,,"494, Layout, Coimbatore, Tamil Nadu - 299167",ACC00556,ENT00374
REC000863,CORPORATE_BANKING,U. Ghosh,6650657470,,"956, Main Road, Ahmedabad, Gujarat - 330424",ACC00557,ENT00375
REC000864,CORPORATE_BANKING,A. Sheikh,7347432419,ZGGOE6869F,"821, Nagar, Jaipur, Rajasthan - 527320",ACC00558,ENT00376
REC000865,RETAIL_CBS,Dhillon Rohit,9375551341,ZTPBD8874A,"240, Extension, Coimbatore, Tamil Nadu - 542063",ACC00559,ENT00377
REC000866,CORPORATE_BANKING,Rohit Dhlilon,9375551341,ZTPBD8874A,"240, Extension, Coimbatore, Tamil Nadu - 542063",ACC00559,ENT00377
REC000867,RETAIL_CBS,Vasantha Misrha,7303890220,OLIJP0798T,"492, Colony, Ahmedabad, Gujarat - 405560",ACC00560,ENT00378
REC000868,CORPORATE_BANKING,VASANTHA MISHRA,7303890220,OLIJP0798T,,ACC00560,ENT00378
REC000869,CORPORATE_BANKING,Vinod Malhotra & Sons,8265375471,,,ACC00561,ENT00379
REC000870,RETAIL_CBS,Suresh Bhatt,9637743214,,"658, Layout, Bhopal, Madhya Pradesh - 162659",ACC00562,ENT00380
REC000871,RETAIL_CBS,Suresh Bhatt & Sons,,PJAJQ9006H,"658, Layout, Bhopal, Madhya Pradesh - 162659",ACC00563,ENT00380
REC000872,RETAIL_CBS,Deepa Nair & Sons,,VUILY0662K,"792, Cross Street, Kochi, Kerala - 422836",ACC00564,ENT00381
REC000873,CORPORATE_BANKING,Nair Deepa,7880467553,VUILY0662K,"792, Cross Street, Kochi, Kerala - 422836",ACC00564,ENT00381
REC000874,RETAIL_CBS,RAVI SHEIKH,8676682119,URBQU3434Y,"905, Layout, Nagpur, Maharashtra - 184201",ACC00565,ENT00382
REC000875,CORPORATE_BANKING,SHREYA BRAR,7803150693,JANWG2062R,"119, Extension, Delhi, Delhi - 664133",ACC00566,ENT00383
REC000876,RETAIL_CBS,Brar Shreya,7803150693,JANWG2062R,"119, Extension, Delhi, Delhi - 664133",ACC00567,ENT00383
REC000877,RETAIL_CBS,K. Pillai & Sons,,RSSGR0477D,,ACC00568,ENT00384
REC000878,CORPORATE_BANKING,Karthik Pillai & Sons,6131673441,RSSGR0477D,"681, Layout, Jaipur, Rajasthan - 279171",ACC00569,ENT00384
REC000879,RETAIL_CBS,R. Gill,7375523443,QJMKI5056F,"139, Layout, Bengaluru, Karnataka - 550616",ACC00570,ENT00385
REC000880,CORPORATE_BANKING,Rekha Gill,7375523443,QJMKI5056F,"139, Layout, Bengaluru, Karnataka - 550616",ACC00570,ENT00385
REC000881,RETAIL_CBS,Zeenat Deai,7459915452,,"516, Main Road, Chennai, Tamil Nadu - 657896",ACC00571,ENT00386
REC000882,RETAIL_CBS,Zeenat Deasi,,,"516, Main Road, Chennai, Tamil Nadu - 657896",ACC00572,ENT00386
REC000883,CORPORATE_BANKING,Desai Zeenat,,NSGFG4019R,,ACC00572,ENT00386
REC000884,RETAIL_CBS,Zeenat Desia,7459915452,NSGFG4019R,"516, Main Road, Chennai, Tamil Nadu - 657896",ACC00573,ENT00386
REC000885,CORPORATE_BANKING,Z. Desai,7459915452,,"516, Main Road, Chennai, Tamil Nadu - 657896",ACC00573,ENT00386
REC000886,CORPORATE_BANKING,Iyer Sabiha,8685525485,BTQMQ7711T,"326, Layout, Hyderabad, Telangana - 247583",ACC00574,ENT00387
REC000887,CORPORATE_BANKING,Sabiha Iyer & Sons,,BTQMQ7711T,,ACC00575,ENT00387
REC000888,RETAIL_CBS,Ramesh Brar & Sons,,VDAXR5428L,,ACC00576,ENT00388
REC000889,CORPORATE_BANKING,Ramesh Brra,7751339356,VDAXR5428L,,ACC00577,ENT00388
REC000890,RETAIL_CBS,Imran Basal,7015160352,UHPVR2715Z,"208, Layout, Pune, Maharashtra - 381289",ACC00578,ENT00389
REC000891,CORPORATE_BANKING,Imran Bansal,7015160352,UHPVR2715Z,"208, Layout, Pune, Maharashtra - 381289",ACC00578,ENT00389
REC000892,RETAIL_CBS,Ashok Varghese,8235071792,,,ACC00579,ENT00390
REC000893,CORPORATE_BANKING,Anna Panedy,,HMCSM9887D,"943, Colony, Chennai, Tamil Nadu - 155528",ACC00580,ENT00391
REC000894,CORPORATE_BANKING,Iyer Lakshmi,9605301911,PWMUN6087D,,ACC00581,ENT00392
REC000895,CORPORATE_BANKING,Arun Amed,6590996845,,"240, Extension, Thiruvananthapuram, Kerala - 642565",ACC00582,ENT00393
REC000896,RETAIL_CBS,Gopal Ghohs,6282681062,QNCWQ4221G,"936, Nagar, Mysuru, Karnataka - 310438",ACC00583,ENT00394
REC000897,CORPORATE_BANKING,Gopal Ghosh & Sons,6282681062,QNCWQ4221G,"936, Nagar, Mysuru, Karnataka - 310438",ACC00583,ENT00394
REC000898,CORPORATE_BANKING,G. Ghosh,6282681062,QNCWQ4221G,,ACC00584,ENT00394
REC000899,RETAIL_CBS,SANGEETA BHATT,6301447867,,"961, Colony, Chennai, Tamil Nadu - 438603",ACC00585,ENT00395
REC000900,CORPORATE_BANKING,Sangeeta Bhatt & Sons,6301447867,UCXTL3311Q,"961, Colony, Chennai, Tamil Nadu - 438603",ACC00585,ENT00395
REC000901,RETAIL_CBS,Sangeeta Bahtt,6301447867,UCXTL3311Q,"961, Colony, Chennai, Tamil Nadu - 438603",ACC00586,ENT00395
REC000902,CORPORATE_BANKING,N. Nair,,SHIXQ9950A,"796, Nagar, Mumbai, Maharashtra - 497533",ACC00587,ENT00396
REC000903,RETAIL_CBS,NITHYA NAIR,,SHIXQ9950A,"796, Nagar, Mumbai, Maharashtra - 497533",ACC00588,ENT00396
REC000904,CORPORATE_BANKING,Nithya Nair,9264573303,SHIXQ9950A,"796, Nagar, Mumbai, Maharashtra - 497533",ACC00588,ENT00396
REC000905,RETAIL_CBS,Rohit Iyengar,9277477189,,"875, Cross Street, Kochi, Kerala - 389187",ACC00589,ENT00397
REC000906,CORPORATE_BANKING,R. Iyengar,9277477189,SBESZ9527V,"875, Cross Street, Kochi, Kerala - 389187",ACC00589,ENT00397
REC000907,RETAIL_CBS,Sarita Qureshi,8138285443,LTVTV4435R,"75, Main Road, Kochi, Kerala - 622449",ACC00590,ENT00398
REC000908,RETAIL_CBS,Anita Barr,6148356230,NOYCF8992V,"128, Extension, Nagpur, Maharashtra - 170016",ACC00591,ENT00399
REC000909,CORPORATE_BANKING,ANITA BRAR,6148356230,NOYCF8992V,"128, Extension, Nagpur, Maharashtra - 170016",ACC00591,ENT00399
REC000910,RETAIL_CBS,Bansal Geeta,6128349289,IENWZ1685S,"383, Main Road, Surat, Gujarat - 355312",ACC00592,ENT00400
REC000911,RETAIL_CBS,Iyer Mahesh,7732729414,HAKOJ3565E,"362, Avenue, Jaipur, Rajasthan - 490233",ACC00593,ENT00401
REC000912,RETAIL_CBS,Rajwinder Basal,6561912336,,"60, Main Road, Delhi, Delhi - 642202",ACC00594,ENT00402
REC000913,CORPORATE_BANKING,Rajwinder Bansal & Sons,6561912336,,"60, Main Road, Delhi, Delhi - 642202",ACC00594,ENT00402
REC000914,RETAIL_CBS,Thomas Ghsh,6845236658,JSNTI1779O,"432, Nagar, Lucknow, Uttar Pradesh - 203835",ACC00595,ENT00403
REC000915,CORPORATE_BANKING,Thomas Gohsh,6845236658,,"432, Nagar, Lucknow, Uttar Pradesh - 203835",ACC00595,ENT00403
REC000916,RETAIL_CBS,Singh Swati,6554254464,,"84, Nagar, Thiruvananthapuram, Kerala - 489473",ACC00596,ENT00404
REC000917,CORPORATE_BANKING,Rao Venkatesh,6469399757,DKTTR4560F,"155, Avenue, Patna, Bihar - 531650",ACC00597,ENT00405
REC000918,CORPORATE_BANKING,Anil Iyer & Sons,8665820810,QQPDG2201F,"909, Nagar, Chennai, Tamil Nadu - 699795",ACC00598,ENT00406
REC000919,CORPORATE_BANKING,A. Iyer,,QQPDG2201F,,ACC00599,ENT00406
REC000920,RETAIL_CBS,Anil Iyer & Sons,8665820810,QQPDG2201F,"909, Nagar, Chennai, Tamil Nadu - 699795",ACC00600,ENT00406
REC000921,CORPORATE_BANKING,Iyer Anil,,QQPDG2201F,"909, Nagar, Chennai, Tamil Nadu - 699795",ACC00600,ENT00406
